weight,id,property_id,listing_id,parcel_number,street_address,city_name,postal_code,county_name,contract_date,sale_age,coe_date,listing_status,sale_price,rent,list_price,original_list_price,living_sqft,beds_total,baths_total,lot_size,area_id,area_text,age,year_built,latitude,longitude,latitude6,longitude6,garage_spaces,fp_count,no_of_stories,style,view,days_on_market,listing_date,sale_concessions
1,660,985320121,AN58966946,266-479-55,120 Pelican Drive,Valleybrook,93713,Madera,4/7/22,1364,5/12/22,Sold,3537000,8916,3742000,3894000,1760,3,2,7018,460,Central Park,84,1942,37.71,-121.431,37.7098232,-121.4312914,2,,,Traditional,Neighborhood,2,4/5/22,0
1,661,952004039,AN51996390,503-726-83,1441 Kingfisher Court,Valleybrook,93713,Madera,4/5/22,1366,4/14/22,Sold,2615000,7654,2003000,2045000,2998,4,4,6018,467,Heritage Gate,116,1908,37.726,-121.455,37.726235,-121.4547874,1,,,,,34,3/2/22,0
1,662,921258513,AN80027905,859-360-25,1981 Finch Hollow Lane,Valleybrook,93710,Madera,4/5/22,1366,5/5/22,Sold,3447000,8197,2427000,2427000,1860,3,2,5489,470,Vista Park,77,1947,37.726,-121.464,37.7256292,-121.4639245,2,,,,,18,3/18/22,0
1,663,950630659,AN26809078,540-818-64,2217 Manzanita Road,Valleybrook,93713,Madera,4/5/22,1366,5/5/22,Sold,5817000,13949,5368000,5369000,4062,4,4.5,11373,466,Creekview Estates,99,1925,37.718,-121.456,37.7181946,-121.4564863,2,,,,,12,3/24/22,0
1,664,989275902,AN71206971,281-905-33,937 Aspen Creek Road,Valleybrook,93710,Madera,3/31/22,1371,4/29/22,Sold,3103000,7288,2976000,2948000,2288,3,2,8022,465,Eastside Terrace,115,1911,37.721,-121.444,37.7205306,-121.4439779,0,,,Craftsman,,7,3/24/22,0
1,665,986232807,AN81822020,937-576-23,1828 Blue Jay Way,Valleybrook,93713,Madera,3/30/22,1372,4/26/22,Sold,3821000,8598,3040000,3073000,2400,4,2.5,7805,472,Mill Creek Estates,65,1960,37.725,-121.476,37.7251398,-121.4757995,2,,,"Luxury,Ranch,Traditional","Bay,Bridge ,City Lights,Hills,Mountains,Valley,Water,Other",29,3/1/22,0
1,666,962992151,AN55241475,193-808-72,550 Kingfisher Court,Valleybrook,93711,Madera,3/29/22,1373,4/22/22,Sold,1342000,3801,1082000,1088000,1396,2,2,1290,461,Valleybrook Downtown,25,2000,37.716,-121.437,37.7156761,-121.4368445,2,,,,,12,3/17/22,0
1,667,913776553,AN71231190,449-472-16,132 Oak Valley Drive,Valleybrook,93711,Madera,3/26/22,1376,4/21/22,Sold,2853000,7644,2437000,2364000,1720,3,3,6015,462,Riverside,98,1928,37.722,-121.418,37.7223581,-121.4176308,1,,,Mediterranean,Neighborhood,19,3/7/22,0
1,668,934999379,AN37415205,785-833-50,1050 Willow Springs Drive,Valleybrook,93712,Madera,3/25/22,1377,5/24/22,Sold,1403000,3841,1590000,1616000,1310,2,1,5757,465,Eastside Terrace,85,1938,37.724,-121.444,37.7239315,-121.4442573,2,,,Traditional,Neighborhood,31,2/22/22,0
1,669,958004568,AN30675696,524-584-13,708 Foothill Drive,Valleybrook,93713,Madera,3/25/22,1377,4/18/22,Sold,5596000,13971,5158000,5138000,3284,4,4.5,8715,460,Central Park,11,2017,37.716,-121.442,37.7158124,-121.4420061,2,,,Craftsman,Neighborhood,29,2/24/22,0
1,670,938352498,AN82033413,108-967-23,1133 Quail Hollow Lane,Valleybrook,93713,Madera,3/23/22,1379,4/18/22,Sold,995000,2733,971000,962000,1055,1,1.5,1000,465,Eastside Terrace,16,2008,37.723,-121.448,37.7231083,-121.4477799,1,,,,,1,3/22/22,0
1,671,929624910,AN91329718,835-172-11,1432 Ironwood Avenue,Valleybrook,93712,Madera,3/23/22,1379,3/24/22,Sold,3971000,11230,3803000,3869000,2350,4,3,7001,466,Creekview Estates,95,1928,37.725,-121.456,37.7254143,-121.4562788,2,,,,,23,2/28/22,0
1,672,961772215,AN93054727,548-609-85,3064 Juniper Ridge Road,Valleybrook,93710,Madera,3/23/22,1379,4/15/22,Sold,3636000,10766,3080000,2939000,2380,4,2,7420,472,Mill Creek Estates,62,1963,37.718,-121.481,37.7181793,-121.4808187,0,,,,"Bay,City Lights,Mountains,Neighborhood,Water",26,2/25/22,0
1,673,942091325,AN17672593,151-698-71,1039 Valley Oak Drive,Valleybrook,93710,Madera,3/18/22,1384,4/22/22,Sold,2300000,4869,2446000,2738000,1670,2,2,9066,465,Eastside Terrace,110,1912,37.721,-121.446,37.7212732,-121.4458278,0,,,,,36,2/10/22,0
1,674,990961791,AN34148004,420-660-11,1455 Deer Trail Lane,Valleybrook,93712,Madera,3/17/22,1385,4/14/22,Sold,2937000,8244,2907000,2767000,1885,3,2,5782,466,Creekview Estates,101,1923,37.725,-121.459,37.7251277,-121.4586462,1,,,,Neighborhood,34,2/11/22,0
1,675,958017753,AN76203639,369-188-27,100 Finch Hollow Lane,Valleybrook,93713,Madera,3/15/22,1387,4/12/22,Sold,3202000,9511,2530000,2438000,2249,4,2,4940,462,Riverside,109,1913,37.719,-121.419,37.7189013,-121.4185933,1,,,Victorian,Neighborhood,7,3/8/22,0
1,676,904478111,AN87789079,473-849-26,110 Summit View Road,Valleybrook,93713,Madera,3/14/22,1388,4/27/22,Sold,1487000,3835,1568000,1612000,1730,2,2,2519,461,Valleybrook Downtown,49,1977,37.715,-121.427,37.7146298,-121.4274342,2,,,,,33,2/9/22,0
1,677,923420607,AN27013243,859-531-77,120 Walnut Creek Court,Valleybrook,93712,Madera,3/14/22,1388,4/12/22,Sold,4103000,11444,3406000,3487000,2415,4,2.5,14766,471,Summit Terrace,64,1961,37.709,-121.474,37.7091783,-121.4737832,2,,,,,16,2/26/22,0
1,678,981757079,AN45670151,665-384-21,2838 Ivy Glen Lane,Valleybrook,93710,Madera,3/11/22,1391,4/25/22,Sold,3640000,10181,3022000,3055000,1940,3,3,12142,472,Mill Creek Estates,66,1957,37.722,-121.478,37.7221197,-121.4782543,2,,,Ranch,"Bay,Bridge ,City Lights",33,2/6/22,0
1,679,982724918,AN26650536,416-342-64,1614 Boulder Creek Drive,Valleybrook,93710,Madera,3/10/22,1392,4/13/22,Sold,3326000,7069,2516000,2432000,1940,5,3,6867,466,Creekview Estates,101,1923,37.723,-121.454,37.723173,-121.453753,2,,,Traditional,,24,2/14/22,0
1,680,988549488,AN22003335,208-545-13,1617 Ivy Glen Lane,Valleybrook,93711,Madera,3/10/22,1392,4/8/22,Sold,3311000,7314,2852000,2847000,1590,3,2,5976,470,Vista Park,76,1950,37.726,-121.466,37.7258227,-121.4660993,2,,,,,16,2/22/22,0
1,681,920744991,AN24132859,397-484-30,1841 Meadowlark Drive,Valleybrook,93710,Madera,3/10/22,1392,3/31/22,Sold,3565000,10680,2949000,2840000,2228,4,3,9896,472,Mill Creek Estates,61,1965,37.723,-121.48,37.7225059,-121.4803462,2,,,,,33,2/5/22,0
1,682,971942460,AN37675805,898-740-24,2408 Poplar Avenue,Valleybrook,93711,Madera,3/9/22,1393,4/8/22,Sold,2927000,7154,2814000,2766000,1720,3,2,6015,466,Creekview Estates,99,1922,37.719,-121.461,37.7189137,-121.4611248,2,,,"Cottage,Traditional",Neighborhood,17,2/20/22,0
1,683,981948851,AN90419261,869-507-19,264 Blue Jay Way,Valleybrook,93710,Madera,3/4/22,1398,4/4/22,Sold,3556000,10596,3424000,3434000,2160,3,3,5424,460,Central Park,109,1915,37.712,-121.433,37.7124668,-121.4325428,2,,,Traditional,Neighborhood,34,1/29/22,0
1,684,942857940,AN82468141,678-253-51,1420 Cormorant Lane,Valleybrook,93710,Madera,3/3/22,1399,3/23/22,Sold,2600000,7318,2162000,2140000,1480,2,2,5013,466,Creekview Estates,88,1941,37.718,-121.463,37.7180979,-121.4630416,1,,,,,38,1/24/22,0
1,685,928759369,AN79021601,333-517-24,1480 Valley Oak Drive,Valleybrook,93713,Madera,3/3/22,1399,3/30/22,Sold,879000,2429,819000,826000,1052,2,2,1204,460,Central Park,45,1981,37.717,-121.441,37.7174807,-121.4413963,2,,,,,11,2/20/22,0
1,686,958535809,AN19087680,594-529-77,1738 Ridgeline Drive,Valleybrook,93710,Madera,3/1/22,1401,3/18/22,Sold,3642000,8115,2199000,2135000,1720,3,2,8061,470,Vista Park,69,1955,37.727,-121.469,37.7271927,-121.4692107,2,,,,"Bay,City Lights,Neighborhood",8,2/21/22,0
1,687,960941167,AN80828569,899-809-65,2896 Cottonwood Lane,Valleybrook,93712,Madera,3/1/22,1401,3/1/22,Sold,2865000,7903,2783000,2765000,2760,3,2.5,12456,471,Summit Terrace,46,1975,37.717,-121.471,37.7168919,-121.4709766,3,,Two Story,Custom,,27,2/2/22,0
1,688,989255596,AN43331368,920-803-99,1609 Cedar Brook Court,Valleybrook,93710,Madera,2/28/22,1402,3/28/22,Sold,5572000,12426,5737000,5659000,3710,5,4.5,8292,466,Creekview Estates,25,1999,37.723,-121.453,37.7227992,-121.4530906,2,,,English,,33,1/26/22,0
1,689,945514836,AN80474490,650-195-43,787 Cottonwood Lane,Valleybrook,93710,Madera,2/28/22,1402,4/26/22,Sold,660000,1837,662000,673000,860,1,1,1000,464,Garden District,44,1981,37.725,-121.434,37.7247281,-121.4340411,1,,,,,20,2/8/22,0
1,690,949503523,AN11084726,630-700-94,1548 Deer Trail Lane,Valleybrook,93712,Madera,2/26/22,1404,3/31/22,Sold,2577000,6086,1801000,1851000,1560,2,1,4832,460,Central Park,99,1927,37.711,-121.429,37.7114388,-121.4292725,1,,One Story,Bungalow,,28,1/29/22,0
1,691,972017516,AN26587799,565-477-96,120 Ridgeline Drive,Valleybrook,93712,Madera,2/25/22,1405,3/25/22,Sold,1385000,3329,1331000,1340000,1740,2,2,1953,461,Valleybrook Downtown,49,1976,37.714,-121.427,37.714325,-121.4270882,2,,,,,21,2/4/22,0
1,692,931338443,AN36801295,801-482-29,1421 Foothill Drive,Valleybrook,93710,Madera,2/24/22,1406,3/25/22,Sold,1320000,3524,1276000,1365000,1712,2,2,1655,461,Valleybrook Downtown,53,1973,37.718,-121.435,37.7178669,-121.4350178,2,,,,,22,2/2/22,0
1,693,989657224,AN92458809,384-904-20,728 Summit View Road,Valleybrook,93713,Madera,2/24/22,1406,3/21/22,Sold,2082000,5699,1842000,1851000,1242,2,2,4717,465,Eastside Terrace,100,1923,37.72,-121.436,37.7202014,-121.4358622,2,,,,,4,2/20/22,0
1,694,981378577,AN90010790,909-733-38,100 Cottonwood Lane,Valleybrook,93713,Madera,2/23/22,1407,3/25/22,Sold,1576000,3453,1489000,1537000,1070,2,1,3641,464,Garden District,79,1947,37.724,-121.432,37.7241551,-121.4321761,1,,,,,37,1/17/22,0
1,695,973658696,AN74830696,737-847-28,1417 Ivy Glen Lane,Valleybrook,93712,Madera,2/22/22,1408,3/21/22,Sold,1027000,2377,1061000,1042000,1377,2,2,1272,461,Valleybrook Downtown,51,1973,37.718,-121.435,37.7176345,-121.4349223,2,,,,,7,2/15/22,0
1,696,918058430,AN26377680,811-980-45,1455 Alder Creek Way,Valleybrook,93713,Madera,2/19/22,1411,3/7/22,Sold,965000,2368,990000,1081000,1358,2,2,1362,461,Valleybrook Downtown,44,1977,37.716,-121.434,37.716439,-121.433901,2,,,,,10,2/9/22,0
1,697,964992661,AN81197288,772-284-48,220 Meadowlark Drive,Valleybrook,93712,Madera,2/19/22,1411,3/8/22,Sold,2500000,5255,2505000,2475000,1880,4,2.5,4891,462,Riverside,87,1940,37.724,-121.419,37.7237429,-121.4193203,2,,,Traditional,Neighborhood,19,1/31/22,0
1,698,933322272,AN31434525,933-435-83,1157 Cedar Brook Court,Valleybrook,93713,Madera,2/17/22,1413,3/21/22,Sold,2432000,5637,1766000,1762000,1420,2,2,5154,469,Village Square,85,1941,37.73,-121.462,37.7301306,-121.4615111,1,,,,,26,1/22/22,0
1,699,925144941,AN54581131,566-245-11,2105 Morning Star Drive,Valleybrook,93711,Madera,2/17/22,1413,3/18/22,Sold,3565000,9480,2982000,2909000,2060,3,2,5974,466,Creekview Estates,97,1925,37.721,-121.459,37.7208391,-121.4585867,1,,,,,10,2/7/22,0
1,700,910971412,AN66234015,214-613-79,100 Valley Oak Drive,Valleybrook,93713,Madera,2/15/22,1415,3/18/22,Sold,3477000,10357,3466000,3444000,2819,4,3.5,11169,471,Summit Terrace,9,2015,37.712,-121.481,37.7115273,-121.4808702,1,,,,,9,2/6/22,0
1,701,929573751,AN47509920,209-103-40,570 Falcon Ridge Drive,Valleybrook,93711,Madera,2/15/22,1415,3/8/22,Sold,1121000,2721,1076000,1103000,1265,2,2,1221,461,Valleybrook Downtown,27,1996,37.716,-121.437,37.7160598,-121.4371634,2,,,,Neighborhood,39,1/7/22,0
1,702,930676379,AN46120895,475-366-71,588 Birch Lane,Valleybrook,93712,Madera,2/14/22,1416,3/22/22,Sold,2850000,5789,2338000,2390000,1743,4,2.5,5014,462,Riverside,102,1924,37.719,-121.421,37.7189241,-121.420582,1,,,,,38,1/7/22,0
1,703,962345086,AN97263918,926-449-48,550 Acacia Court,Valleybrook,93712,Madera,2/10/22,1420,3/15/22,Sold,1479000,4274,1303000,1328000,1546,3,3,1497,461,Valleybrook Downtown,26,2001,37.716,-121.437,37.7159425,-121.4366584,2,,,,,10,1/31/22,0
1,704,952953021,AN73868261,845-966-77,896 Birch Lane,Valleybrook,93711,Madera,2/7/22,1423,3/7/22,Sold,2342000,5397,2034000,1992000,1342,3,2,3873,464,Garden District,103,1922,37.722,-121.432,37.7217567,-121.4323918,0,,,,Neighborhood,25,1/13/22,0
1,705,931542499,AN77973150,525-911-67,923 Sparrow Creek Road,Valleybrook,93712,Madera,2/4/22,1426,4/19/22,Sold,2406000,5719,1972000,2041000,1200,2,2,5754,465,Eastside Terrace,100,1927,37.722,-121.442,37.7216381,-121.4421597,2,,,,,16,1/19/22,0
1,706,927765262,AN79942848,594-456-70,1223 Laurel Canyon Drive,Valleybrook,93713,Madera,2/3/22,1427,3/4/22,Sold,1204000,3455,1113000,1095000,1390,2,2.5,1000,467,Heritage Gate,40,1981,37.724,-121.449,37.7238407,-121.4492436,2,,,Traditional,,9,1/25/22,0
1,707,973544472,AN31343341,593-493-18,1446 Tanager Way,Valleybrook,93711,Madera,2/3/22,1427,3/10/22,Sold,3188000,6720,2950000,2911000,2290,3,3,6019,467,Heritage Gate,101,1926,37.727,-121.455,37.7269381,-121.4549876,1,,,,,2,2/1/22,0
1,708,938547666,AN71843865,641-918-72,6164 Willow Springs Drive,Valleybrook,93710,Madera,1/19/22,1442,3/25/22,Sold,4427000,9732,3974000,4009000,8245,11,7,32829,451,Highland Hills,74,1954,37.706,-121.476,37.7063775,-121.4756534,3,,,,"Mountains,Ridge",3,1/16/22,0
1,709,913581521,AN98705666,275-639-89,1543 Fox Run Court,Valleybrook,93712,Madera,1/7/22,1454,5/12/22,Sold,3785000,11033,3680000,3504000,1830,2,1,8264,460,Central Park,89,1934,37.713,-121.434,37.7126366,-121.4338837,1,,,,,6,1/1/22,0
1,710,998676196,AN95807297,455-516-32,480 Finch Hollow Lane,Valleybrook,93712,Madera,1/5/22,1456,2/7/22,Sold,2613000,5384,2181000,2262000,1660,2,1,5954,462,Riverside,90,1938,37.721,-121.421,37.7210874,-121.4207656,1,,,,,33,12/3/21,0
1,711,943048774,AN56241350,708-771-13,1421 Golden Eagle Lane,Valleybrook,93711,Madera,12/30/21,1462,1/24/22,Sold,816000,1771,782000,791000,1056,1,1,1022,461,Valleybrook Downtown,50,1975,37.718,-121.435,37.7175269,-121.4348382,1,,,,,29,12/1/21,0
1,712,953489393,AN77353558,544-892-99,1423 Deer Trail Lane,Valleybrook,93710,Madera,12/26/21,1466,1/26/22,Sold,968000,2066,1027000,1054000,1367,2,2,1354,461,Valleybrook Downtown,53,1973,37.718,-121.435,37.717736,-121.4349656,1,,,,,4,12/22/21,0
1,713,928408562,AN71028710,434-445-58,112 Pine Meadow Drive,Valleybrook,93712,Madera,12/21/21,1471,1/19/22,Sold,3256000,7835,2976000,2884000,1870,3,2,10719,471,Summit Terrace,72,1953,37.711,-121.477,37.7108141,-121.4769581,2,,,,,16,12/5/21,0
1,714,942965968,AN61386266,342-690-12,207 Meadow Creek Lane,Valleybrook,93712,Madera,12/20/21,1472,1/18/22,Sold,2646000,7311,2308000,2337000,1610,3,2,4742,462,Riverside,85,1939,37.722,-121.419,37.7221261,-121.4192703,2,,,,,14,12/6/21,0
1,715,922364326,AN92520800,406-472-65,1500 Canyon View Court,Valleybrook,93712,Madera,12/17/21,1475,1/14/22,Sold,3216000,8846,2924000,2982000,2300,4,3,5362,470,Vista Park,77,1947,37.728,-121.462,37.7283882,-121.4616173,2,,,Traditional,Neighborhood,36,11/11/21,0
1,716,955486192,AN24819849,394-244-46,720 Canyon View Court,Valleybrook,93711,Madera,12/13/21,1479,12/13/21,Sold,1972000,5276,1989000,1940000,1470,2,1,6442,465,Eastside Terrace,104,1924,37.719,-121.439,37.7185217,-121.4393996,2,,,,,18,11/25/21,0
1,717,909575640,AN20618223,265-451-39,1418 Robin Lane,Valleybrook,93713,Madera,12/10/21,1482,1/4/22,Sold,2571000,7190,1998000,2005000,1715,2,1.5,5195,466,Creekview Estates,98,1928,37.718,-121.463,37.717856,-121.4626198,1,,,Traditional,,3,12/7/21,0
1,718,963998578,AN89715350,991-261-13,1819 Magnolia Way,Valleybrook,93710,Madera,12/9/21,1483,1/11/22,Sold,3183000,8624,2826000,2844000,3090,5,3,28824,472,Mill Creek Estates,67,1958,37.724,-121.475,37.723883,-121.4747203,2,,,Ranch,"Neighborhood,Other",29,11/10/21,0
1,719,946939919,AN24651674,179-619-66,2318 Valley Oak Drive,Valleybrook,93711,Madera,12/9/21,1483,1/10/22,Sold,3438000,9980,2778000,2799000,1790,3,2,10134,470,Vista Park,75,1949,37.724,-121.467,37.7239595,-121.4669041,2,,,,,17,11/22/21,0
1,720,956348963,AN70887307,449-261-57,1118 Laurel Canyon Drive,Valleybrook,93713,Madera,12/7/21,1485,1/5/22,Sold,2768000,6447,2275000,2360000,1885,4,3,5976,466,Creekview Estates,101,1921,37.719,-121.449,37.7194356,-121.4492802,1,,,,,34,11/3/21,0
1,721,992528295,AN25613685,397-104-40,3111 Osprey Way,Valleybrook,93711,Madera,12/6/21,1486,1/10/22,Sold,3357000,7305,2970000,2869000,2540,5,3,7480,472,Mill Creek Estates,60,1964,37.716,-121.48,37.7158776,-121.4801597,2,,,,,17,11/19/21,0
1,722,957795113,AN90859912,942-284-79,1146 Finch Hollow Lane,Valleybrook,93710,Madera,12/5/21,1487,12/5/21,Sold,2349000,5424,1658000,1680000,1610,3,1.5,5556,469,Village Square,85,1943,37.729,-121.458,37.7288721,-121.4581608,2,,,,,19,11/16/21,0
1,723,918645088,AN37603443,797-998-50,1428 Buckeye Drive,Valleybrook,93713,Madera,12/5/21,1487,1/7/22,Sold,2519000,6622,2645000,2627000,2018,3,3,3937,467,Heritage Gate,117,1908,37.728,-121.454,37.7282163,-121.4539115,1,,,Craftsman,Neighborhood,36,10/30/21,0
1,724,989298044,AN88174504,908-142-22,1606 Magnolia Way,Valleybrook,93710,Madera,12/4/21,1488,12/14/21,Sold,3821000,10205,3002000,2928000,2540,3,3,8022,460,Central Park,102,1925,37.712,-121.434,37.7115773,-121.4344988,2,,,Bungalow,Neighborhood,33,11/1/21,0
1,725,982055138,AN13867648,983-800-26,1308 Stonegate Drive,Valleybrook,93712,Madera,12/2/21,1490,1/28/22,Sold,4770000,13079,4772000,4886000,3540,5,4.5,5976,466,Creekview Estates,31,1992,37.721,-121.456,37.721156,-121.4559365,2,,,,,13,11/19/21,0
1,726,985735668,AN70860191,383-887-64,1485 Sunset Ridge Road,Valleybrook,93710,Madera,12/1/21,1491,12/1/21,Sold,3621000,8300,3230000,3250000,2160,3,2,8982,466,Creekview Estates,101,1922,37.725,-121.459,37.7245115,-121.459345,1,,,,,36,10/26/21,0
1,727,915296699,AN92887892,332-223-81,1517 Sunset Ridge Road,Valleybrook,93713,Madera,12/1/21,1491,12/22/21,Sold,1554000,3868,1506000,1513000,970,2,1,4161,467,Heritage Gate,87,1940,37.729,-121.456,37.7294661,-121.4563274,1,,,,,31,10/31/21,0
1,728,983154172,AN85350823,435-724-38,114 Foothill Drive,Valleybrook,93710,Madera,11/18/21,1504,12/21/21,Sold,1324000,2950,1361000,1347000,1600,2,2,1634,461,Valleybrook Downtown,48,1974,37.714,-121.427,37.7144875,-121.4274585,1,,,,Neighborhood,10,11/8/21,0
1,729,921356391,AN63836946,663-518-55,2802 Pine Meadow Drive,Valleybrook,93711,Madera,11/18/21,1504,12/17/21,Sold,4568000,12770,4229000,4275000,2720,3,3,9368,472,Mill Creek Estates,50,1973,37.72,-121.475,37.7203312,-121.4751176,2,,,,,19,10/30/21,0
1,730,981439883,AN46645175,134-762-45,2618 Eucalyptus Lane,Valleybrook,93710,Madera,11/15/21,1507,12/15/21,Sold,2773000,8302,2783000,2975000,2370,4,3,8930,472,Mill Creek Estates,65,1960,37.724,-121.474,37.723839,-121.4735367,2,,,,,13,11/2/21,0
1,731,900012470,AN67325158,813-457-55,766 Blue Jay Way,Valleybrook,93712,Madera,11/15/21,1507,12/9/21,Sold,2665000,7706,2105000,2056000,1090,2,1,6124,463,Grove Manor,84,1939,37.722,-121.428,37.7217834,-121.4283565,1,,,,,36,10/10/21,0
1,732,972688015,AN24289429,166-316-86,1831 Summit View Road,Valleybrook,93711,Madera,11/13/21,1509,12/13/21,Sold,897000,2405,895000,858000,1087,2,2,1176,472,Mill Creek Estates,63,1961,37.73,-121.47,37.7302751,-121.4701667,0,,,,,0,11/13/21,0
1,733,958883853,AN35899364,121-805-58,141 Cardinal Way,Valleybrook,93712,Madera,11/11/21,1511,12/10/21,Sold,4065000,10551,3863000,4044000,3320,4,3,25553,471,Summit Terrace,67,1960,37.716,-121.47,37.71586,-121.4696523,2,,,,,18,10/24/21,0
1,734,968676872,AN40580804,429-478-94,100 Walnut Creek Court,Valleybrook,93712,Madera,11/10/21,1512,12/10/21,Sold,3308000,9074,2961000,2936000,2250,4,2,15267,472,Mill Creek Estates,59,1966,37.721,-121.482,37.7209177,-121.4819462,2,,,Eichler,"Bay,Bridge ,City Lights,Court,Garden / Greenbelt,Hills,Mountains,Neighborhood",26,10/15/21,0
1,735,907512810,AN69946046,680-635-41,2817 Sycamore Terrace,Valleybrook,93710,Madera,11/9/21,1513,12/3/21,Sold,3840000,8922,4051000,3904000,2980,3,4,11700,471,Summit Terrace,90,1935,37.717,-121.466,37.7167103,-121.466291,1,,,,Canyon,39,10/1/21,0
1,736,937101348,AN17122803,298-215-29,1471 Osprey Way,Valleybrook,93711,Madera,11/8/21,1514,12/8/21,Sold,723000,1849,719000,698000,673,1,1,1000,461,Valleybrook Downtown,49,1972,37.717,-121.436,37.7168535,-121.436042,1,,,,,12,10/27/21,0
1,737,930947052,AN16909395,715-653-52,216 Bear Creek Road,Valleybrook,93713,Madera,11/8/21,1514,12/8/21,Sold,2914000,6666,2701000,2617000,2130,4,3,5752,462,Riverside,96,1927,37.723,-121.419,37.7228302,-121.4194466,1,,,,,39,9/30/21,0
1,738,922083283,AN36656353,457-529-71,1858 Redwood Terrace,Valleybrook,93712,Madera,11/4/21,1518,11/4/21,Sold,1358000,3178,1394000,1350000,1200,2,2,1298,472,Mill Creek Estates,15,2013,37.731,-121.47,37.7310841,-121.4698358,2,,,,,33,10/2/21,0
1,739,919232735,AN23187101,941-628-96,1431 Hawk Ridge Road,Valleybrook,93712,Madera,11/3/21,1519,12/6/21,Sold,4159000,10412,3880000,3840000,2886,4,4.5,6026,466,Creekview Estates,101,1920,37.725,-121.457,37.725405,-121.457342,2,,,Traditional,Neighborhood,7,10/27/21,0
1,740,930787425,AN26168027,235-510-14,1715 Willow Springs Drive,Valleybrook,93711,Madera,11/3/21,1519,12/3/21,Sold,3305000,9602,2943000,2934000,2580,5,2.5,10516,472,Mill Creek Estates,59,1963,37.717,-121.483,37.7169148,-121.4832024,2,,,,,15,10/19/21,0
1,741,914558091,AN51115997,838-882-64,737 Morning Star Drive,Valleybrook,93711,Madera,11/3/21,1519,12/3/21,Sold,1212000,3495,1222000,1267000,1399,2,2.5,1000,453,Pioneer Tract,46,1983,37.717,-121.441,37.7167106,-121.4405131,2,,,,,11,10/23/21,0
1,742,989482259,AN39231043,215-341-91,1423 Copper Creek Way,Valleybrook,93710,Madera,11/2/21,1520,12/2/21,Sold,3137000,6959,3107000,3257000,2260,4,3,6087,466,Creekview Estates,98,1927,37.722,-121.46,37.7216142,-121.4595688,1,,,Mediterranean,"Bay,Forest / Woods,Garden / Greenbelt,Hills,Neighborhood",8,10/25/21,0
1,743,931531482,AN98243507,346-274-75,202 Hazel Ridge Way,Valleybrook,93711,Madera,11/2/21,1520,11/4/21,Sold,4667000,9556,4613000,4593000,3500,4,4.5,7877,462,Riverside,84,1941,37.72,-121.423,37.7202958,-121.4225678,2,,,,,11,10/22/21,0
1,744,988071212,AN14541408,472-260-60,717 Ridgeline Drive,Valleybrook,93713,Madera,11/2/21,1520,12/2/21,Sold,2567000,7619,2045000,2041000,1590,3,1,5398,463,Grove Manor,84,1941,37.722,-121.427,37.7224221,-121.4265824,1,,,,,31,10/2/21,0
1,745,924871129,AN96198970,640-608-34,2202 Hawk Ridge Road,Valleybrook,93712,Madera,10/30/21,1523,11/29/21,Sold,3442000,10296,3465000,4293000,2773,4,5,5945,471,Summit Terrace,6,2023,37.715,-121.464,37.715453,-121.4644083,3,,,Mediterranean,Neighborhood,29,10/1/21,0
1,746,930150759,AN36726767,250-125-15,1058 Walnut Creek Court,Valleybrook,93712,Madera,10/28/21,1525,12/8/21,Sold,1772000,4393,1795000,2040000,1785,4,3,5491,464,Garden District,112,1916,37.723,-121.438,37.7229722,-121.4382415,2,,,,,40,9/18/21,0
1,747,939529512,AN77345747,625-659-92,1551 Alder Creek Way,Valleybrook,93710,Madera,10/28/21,1525,12/2/21,Sold,2680000,6344,2841000,2833000,2040,4,2.5,5470,470,Vista Park,78,1945,37.728,-121.461,37.7280524,-121.4609872,1,,,,,32,9/26/21,0
1,748,957594492,AN85291541,885-938-89,1108 Sage Brush Road,Valleybrook,93711,Madera,10/27/21,1526,11/22/21,Sold,2443000,5173,2516000,2618000,1860,4,2,5976,466,Creekview Estates,103,1921,37.721,-121.448,37.7207826,-121.4480875,1,,,Rustic,,27,9/30/21,0
1,749,974777007,AN15450389,184-435-73,1500 Quail Hollow Lane,Valleybrook,93712,Madera,10/27/21,1526,12/1/21,Sold,811000,2120,838000,903000,1032,2,2,1224,460,Central Park,43,1983,37.717,-121.441,37.7174807,-121.4413963,1,,,,,40,9/17/21,0
1,750,921314707,AN89303061,674-913-41,729 Golden Eagle Lane,Valleybrook,93712,Madera,10/26/21,1527,11/29/21,Sold,804000,1962,832000,957000,1314,2,2,1251,453,Pioneer Tract,42,1982,37.717,-121.44,37.7167702,-121.4399691,2,,,,City Lights,36,9/20/21,0
1,751,910892520,AN34907429,193-835-21,100 Deer Trail Lane,Valleybrook,93711,Madera,10/25/21,1528,11/29/21,Sold,1640000,4842,1679000,1624000,1769,3,2.5,1000,461,Valleybrook Downtown,27,1999,37.714,-121.426,37.7144374,-121.425724,2,,,,,35,9/20/21,0
1,752,935502943,AN33996035,554-573-12,2315 Sparrow Creek Road,Valleybrook,93712,Madera,10/24/21,1529,11/22/21,Sold,3228000,6795,2725000,2806000,1760,3,1.5,13243,470,Vista Park,73,1952,37.724,-121.466,37.7236506,-121.4663552,2,,,,,21,10/3/21,0
