sale-type,weight,id,property_id,listing_id,parcel_number,street_address,city_name,postal_code,county_name,contract_date,sale_age,coe_date,listing_status,sale_price,rent,list_price,original_list_price,living_sqft,ppsf,beds_total,baths_total,lot_size,area_id,area_text,age,year_built,latitude,longitude,latitude6,longitude6,garage_spaces,fp_count,no_of_stories,style,view,days_on_market,listing_date,sale_concessions
c,1,175,959352161,AN94743076,410-915-45,1095 Valley Oak Drive,Valleybrook,93713,Madera,11/20/24,406,11/20/24,Sold,3016000,8422,2973000,2923000,1950,"1,546.67",4,3,7965,469,Village Square,81,1940,37.729,-121.457,37.7290331,-121.4572935,1,,,,,35,10/16/24,0
c,1,176,981883092,AN74985553,296-352-45,1140 Fox Run Court,Valleybrook,93712,Madera,11/17/24,409,1/23/25,Sold,2775000,7715,2742000,2867000,2710,"1,023.99",4,3,6003,466,Creekview Estates,104,1921,37.719,-121.452,37.7187214,-121.4516013,2,,,,,36,10/12/24,0
c,1,178,989970857,AN94492003,892-318-97,1361 Bear Creek Road,Valleybrook,93711,Madera,11/15/24,411,1/20/25,Sold,4828000,12455,5072000,5207000,3030,"1,593.40",4,5,5970,466,Creekview Estates,4,2018,37.719,-121.458,37.7194563,-121.4575204,1,,,"Farm House,Modern / High Tech",Neighborhood,34,10/12/24,0
c,1,177,914464073,AN65629268,147-748-96,138 Rolling Hills Lane,Valleybrook,93712,Madera,11/15/24,411,12/12/24,Sold,5379000,13502,5585000,5479000,3316,"1,622.14",4,3.5,6932,460,Central Park,0,2025,37.71,-121.433,37.7102792,-121.4326715,1,,,Traditional,Neighborhood,34,10/12/24,0
c,1,179,958589370,AN17774227,343-337-21,2248 Ironwood Avenue,Valleybrook,93712,Madera,11/14/24,412,12/5/24,Sold,2765000,7894,2457000,2535000,1710,"1,616.96",3,2,7689,470,Vista Park,73,1948,37.725,-121.469,37.725125,-121.4686833,2,,,Ranch,,23,10/22/24,0
c,1,180,963815697,AN10033134,431-179-16,2620 Cormorant Lane,Valleybrook,93711,Madera,11/13/24,413,12/4/24,Sold,3619000,9645,3461000,3383000,2470,"1,465.18",4,3,4944,466,Creekview Estates,100,1927,37.719,-121.465,37.7191482,-121.4646043,1,,,,,10,11/3/24,0
c,1,182,908053170,AN96228754,132-718-32,1814 Elm Grove Way,Valleybrook,93711,Madera,11/12/24,414,12/3/24,Sold,2400000,7162,2422000,2545000,1694,"1,416.77",3,2,6014,466,Creekview Estates,77,1950,37.72,-121.452,37.7197113,-121.4515691,2,,,,,16,10/27/24,0
c,1,181,968006116,AN17480910,500-369-73,1518 Primrose Lane,Valleybrook,93711,Madera,11/12/24,414,11/29/24,Sold,2504000,7138,2329000,2371000,1520,"1,647.37",3,2,5996,466,Creekview Estates,96,1925,37.723,-121.462,37.7234415,-121.4618295,2,,,,,34,10/9/24,0
c,1,184,954712677,AN49941414,262-121-41,815 Oak Valley Drive,Valleybrook,93712,Madera,11/10/24,416,11/26/24,Sold,2097000,5601,2005000,1931000,1630,"1,286.50",3,2,5019,462,Riverside,102,1920,37.72,-121.425,37.719929,-121.4247966,2,,,,,18,10/23/24,0
c,1,183,921370471,AN34044459,679-679-94,1353 Cormorant Lane,Valleybrook,93713,Madera,11/10/24,416,12/20/24,Sold,4754000,9526,4693000,4862000,3125,"1,521.28",4,3.5,5972,466,Creekview Estates,0,2025,37.719,-121.458,37.7189392,-121.4583971,1,,,Cape Cod,Neighborhood,7,11/3/24,0
c,1,185,964329883,AN99287389,372-221-63,1704 Heron Point Road,Valleybrook,93711,Madera,11/6/24,420,11/21/24,Sold,2948000,7208,2999000,3235000,3051,966.24,4,2.5,7111,466,Creekview Estates,116,1912,37.719,-121.447,37.7185606,-121.4473273,2,,,,,12,10/25/24,0
c,1,186,904023864,AN76780754,308-413-61,2926 Meadowlark Drive,Valleybrook,93711,Madera,11/6/24,420,12/6/24,Sold,2620000,5582,2559000,2463000,2260,"1,159.29",3,2,6261,471,Summit Terrace,88,1935,37.716,-121.472,37.7162455,-121.4724809,2,,,,,2,11/4/24,0
c,1,187,993728205,AN36088942,230-429-90,415 Tanager Way,Valleybrook,93712,Madera,11/5/24,421,11/5/24,Sold,2410000,7061,2459000,,1655,"1,456.19",2,1.5,5013,463,Grove Manor,74,1949,37.724,-121.425,37.7235856,-121.4245001,2,,,,,10,10/26/24,0
c,1,188,957861335,AN46869104,453-569-98,2761 Buckeye Drive,Valleybrook,93713,Madera,11/3/24,423,11/3/24,Sold,2744000,7714,2793000,,1880,"1,459.57",3,2,10012,471,Summit Terrace,74,1950,37.711,-121.468,37.7106785,-121.4679497,2,,,,,22,10/12/24,0
c,1,189,931796721,AN50502136,997-246-94,1204 Morning Star Drive,Valleybrook,93712,Madera,11/1/24,425,11/20/24,Sold,3054000,8752,2979000,2955000,2760,"1,106.52",4,3,7207,465,Eastside Terrace,88,1937,37.722,-121.44,37.7216935,-121.4404378,2,,,,,33,9/29/24,0
c,1,190,999384595,AN88466030,790-623-16,2117 Ivy Glen Lane,Valleybrook,93710,Madera,11/1/24,425,11/18/24,Sold,2227000,5904,2302000,2309000,1430,"1,557.34",3,2,4661,466,Creekview Estates,100,1923,37.722,-121.462,37.7224899,-121.4620895,1,,,,,2,10/30/24,0
c,1,192,986683389,AN35259112,711-719-25,430 Robin Lane,Valleybrook,93711,Madera,10/31/24,426,11/27/24,Sold,2637000,7640,2530000,2659000,1840,"1,433.15",3,2,4788,463,Grove Manor,86,1938,37.722,-121.425,37.7222508,-121.4249754,2,,,,,25,10/6/24,0
c,1,191,925970938,AN10648524,420-352-38,1324 Elm Grove Way,Valleybrook,93713,Madera,10/31/24,426,11/22/24,Sold,2552000,7571,2318000,2268000,1530,"1,667.97",3,3,5338,465,Eastside Terrace,100,1926,37.72,-121.443,37.7204682,-121.4426925,2,,,Bungalow,Neighborhood,10,10/21/24,0
c,1,193,912517517,AN41726318,270-516-72,1034 Oriole Drive,Valleybrook,93710,Madera,10/29/24,428,11/13/24,Sold,4095000,11921,4547000,4557000,4105,997.56,5,5,9190,466,Creekview Estates,96,1928,37.719,-121.447,37.7193881,-121.4473615,0,,,,,10,10/19/24,0
c,1,194,919070042,AN61749546,529-125-27,415 Falcon Ridge Drive,Valleybrook,93711,Madera,10/25/24,432,11/22/24,Sold,2859000,7828,2867000,2952000,2450,"1,166.94",4,2,5643,460,Central Park,101,1922,37.714,-121.435,37.7137468,-121.435351,1,,,,,23,10/2/24,0
c,1,196,912649023,AN34840859,615-817-89,2118 Falcon Ridge Drive,Valleybrook,93710,Madera,10/24/24,433,11/8/24,Sold,2696000,6948,2755000,2958000,1830,"1,473.22",3,2,9101,480,Mill Creek Estates,70,1953,37.729,-121.471,37.7287588,-121.4714614,2,,,,,3,10/21/24,0
c,1,195,940446284,AN83651529,995-578-31,1641 Blue Jay Way,Valleybrook,93710,Madera,10/24/24,433,11/18/24,Sold,3153000,7358,2769000,2692000,1925,"1,637.92",3,2,5991,470,Vista Park,76,1947,37.727,-121.465,37.7267669,-121.4647695,2,,,,,10,10/14/24,0
c,1,197,965315141,AN68910408,329-273-46,2370 Pelican Drive,Valleybrook,93712,Madera,10/23/24,434,11/13/24,Sold,2771000,5658,2068000,2111000,1880,"1,473.94",4,2,4865,466,Creekview Estates,101,1923,37.721,-121.463,37.720513,-121.4626141,2,,,,,24,9/29/24,0
c,1,198,955876491,AN84394708,304-408-49,2117 Pine Meadow Drive,Valleybrook,93711,Madera,10/16/24,441,10/25/24,Sold,2413000,6254,2598000,2709000,1805,"1,336.84",3,2.5,4237,466,Creekview Estates,101,1926,37.716,-121.451,37.716217,-121.4510675,2,,,Modern / High Tech,"Garden / Greenbelt,Neighborhood",2,10/14/24,0
c,1,199,977622366,AN48609441,375-355-88,717 Pine Meadow Drive,Valleybrook,93713,Madera,10/15/24,442,10/31/24,Sold,2451000,6428,2341000,2384000,1650,"1,485.45",3,2,4679,465,Eastside Terrace,97,1924,37.72,-121.436,37.7198928,-121.4362425,1,,,,,11,10/4/24,0
c,1,200,918080062,AN62256420,197-572-74,816 River Stone Court,Valleybrook,93713,Madera,10/15/24,442,11/15/24,Sold,3708000,8170,3655000,3643000,2373,"1,562.58",3,3.5,7013,460,Central Park,102,1920,37.717,-121.444,37.7172137,-121.4435298,2,,,,Neighborhood,25,9/20/24,0
c,1,201,943246714,AN89010042,413-271-18,1323 Amber Hills Way,Valleybrook,93713,Madera,10/14/24,443,11/13/24,Sold,1815000,3759,1778000,1777000,1170,"1,551.28",3,2,4307,467,Heritage Gate,102,1925,37.727,-121.451,37.7269647,-121.4505487,0,,,Bungalow,,12,10/2/24,0
c,1,202,969972515,AN18045780,961-481-43,1508 Ironwood Avenue,Valleybrook,93710,Madera,10/13/24,444,11/8/24,Sold,5033000,13513,4951000,5346000,2997,"1,679.35",5,4.5,6008,466,Creekview Estates,1,2026,37.725,-121.462,37.7245104,-121.4619387,1,,,,Neighborhood,7,10/6/24,0
c,1,203,935827376,AN48526473,761-264-42,1519 Laurel Canyon Drive,Valleybrook,93713,Madera,10/10/24,447,10/18/24,Sold,2053000,4347,1870000,1870000,2020,"1,016.34",3,1.5,6433,460,Central Park,111,1911,37.719,-121.444,37.718618,-121.443962,2,,,,,0,10/10/24,0
c,1,205,952193231,AN86726438,453-468-58,625 Pine Meadow Drive,Valleybrook,93710,Madera,10/10/24,447,10/25/24,Sold,2161000,5586,1674000,1674000,1360,"1,588.97",3,2.5,5371,463,Grove Manor,76,1950,37.724,-121.425,37.723642,-121.4248329,2,,,Traditional,Neighborhood,4,10/6/24,0
c,1,204,983334410,AN82916404,679-998-47,207 Robin Lane,Valleybrook,93711,Madera,10/10/24,447,10/31/24,Sold,1946000,3994,1720000,1647000,1150,"1,692.17",2,1.5,4739,462,Riverside,72,1956,37.722,-121.418,37.722109,-121.4183888,2,,,,,11,9/29/24,0
c,1,206,967054885,AN31923376,161-320-42,1415 Sierra Vista Way,Valleybrook,93713,Madera,10/9/24,448,11/1/24,Sold,4044000,11259,4029000,3986000,3390,"1,192.92",6,4.5,5997,467,Heritage Gate,46,1979,37.727,-121.453,37.7270974,-121.4528961,2,,,,,15,9/24/24,0
c,1,207,995037368,AN84020689,767-401-69,2012 Wren Court,Valleybrook,93712,Madera,10/7/24,450,10/29/24,Sold,3146000,8661,2897000,2900000,1730,"1,818.50",3,2,5763,470,Vista Park,75,1949,37.727,-121.467,37.726801,-121.4669325,2,,,Traditional,,29,9/8/24,0
c,1,208,964103912,AN78909330,210-622-64,1536 Canyon View Court,Valleybrook,93710,Madera,9/30/24,457,10/21/24,Sold,4158000,9715,4191000,4256000,3245,"1,281.36",4,4.5,7092,467,Heritage Gate,100,1927,37.728,-121.458,37.7278766,-121.4581338,1,,,Tudor,,34,8/27/24,0
c,1,209,952594409,AN36119862,442-183-83,1565 Meadowlark Drive,Valleybrook,93710,Madera,9/27/24,460,10/18/24,Sold,3055000,7121,2675000,2556000,2555,"1,195.69",3,3,14031,471,Summit Terrace,70,1953,37.715,-121.478,37.7151243,-121.4781153,0,,,Contemporary,"Bay,Canyon",8,9/19/24,0
c,1,210,975604580,AN73049118,119-420-75,100 Redwood Terrace,Valleybrook,93713,Madera,9/26/24,461,10/18/24,Sold,4066000,9840,3970000,3914000,2666,"1,525.13",4,5.5,5519,462,Riverside,3,2025,37.719,-121.419,37.7194384,-121.4189542,1,,,,,11,9/15/24,0
c,1,211,925224301,AN69286198,316-943-62,1305 Finch Hollow Lane,Valleybrook,93710,Madera,9/23/24,464,10/11/24,Sold,2029000,4537,1897000,1909000,1040,"1,950.96",2,2,4010,465,Eastside Terrace,99,1923,37.722,-121.444,37.7219416,-121.443529,1,,,Bungalow,Neighborhood,18,9/5/24,0
c,1,212,914666517,AN95386667,686-895-54,1607 Wren Court,Valleybrook,93710,Madera,9/21/24,466,10/2/24,Sold,4274000,11604,4137000,4122000,3720,"1,148.92",4,4.5,7054,460,Central Park,28,1994,37.719,-121.446,37.7186483,-121.4459349,3,,,Mediterranean,Neighborhood,25,8/27/24,0
c,1,213,908522597,AN82143514,289-515-99,1645 Silver Leaf Way,Valleybrook,93712,Madera,9/17/24,470,9/17/24,Sold,2195000,6158,2268000,,1660,"1,322.29",3,2,5526,470,Vista Park,78,1946,37.728,-121.464,37.7281471,-121.4642561,2,,,,,29,8/19/24,0
c,1,214,997484029,AN60748656,888-366-94,100 Alder Creek Way,Valleybrook,93711,Madera,9/16/24,471,10/17/24,Sold,2442000,6309,2433000,2442000,3080,792.86,2,2.5,20439,471,Summit Terrace,42,1979,37.711,-121.471,37.7112724,-121.4705984,4,,,Cabin,"Bay,City Lights,Hills",39,8/8/24,0
c,1,215,900683201,AN67756952,460-776-10,2135 Quail Hollow Lane,Valleybrook,93712,Madera,9/12/24,475,9/26/24,Sold,3697000,8841,3321000,3472000,2590,"1,427.41",4,3,4853,466,Creekview Estates,25,1997,37.723,-121.462,37.7225648,-121.4618083,2,,,,,40,8/3/24,0
c,1,217,947276557,AN85467972,591-696-83,1312 Cypress Point Drive,Valleybrook,93710,Madera,9/10/24,477,10/10/24,Sold,2874000,7273,2428000,2423000,2680,"1,072.39",4,3,6010,467,Heritage Gate,116,1908,37.726,-121.452,37.725901,-121.4515818,2,,,Craftsman,,38,8/3/24,0
c,1,218,961023927,AN17711235,477-630-11,1580 Osprey Way,Valleybrook,93710,Madera,9/10/24,477,9/30/24,Sold,3480000,9883,3052000,2972000,2578,"1,349.88",5,2,6313,466,Creekview Estates,96,1930,37.724,-121.465,37.7239751,-121.4654594,2,,,Spanish,Neighborhood,33,8/8/24,0
c,1,216,910598952,AN91804602,991-491-89,1115 Cypress Point Drive,Valleybrook,93711,Madera,9/10/24,477,9/10/24,Sold,1567000,3658,1550000,,1160,"1,350.86",3,1,4005,465,Eastside Terrace,79,1946,37.722,-121.44,37.7215389,-121.4396184,1,,,,,26,8/15/24,0
c,1,219,993361463,AN56113741,936-223-64,1253 Tanager Way,Valleybrook,93710,Madera,9/7/24,480,9/24/24,Sold,3237000,7850,3291000,3241000,2365,"1,368.71",4,3.5,5985,466,Creekview Estates,101,1922,37.721,-121.452,37.7213095,-121.4518428,1,,,,,4,9/3/24,0
c,1,221,958664992,AN41157840,958-177-53,1214 Sand Piper Way,Valleybrook,93710,Madera,9/5/24,482,10/17/24,Sold,708000,1713,704000,732000,800,885,1,1,1000,461,Valleybrook Downtown,46,1980,37.718,-121.432,37.7184178,-121.4315153,1,,,Contemporary,,29,8/7/24,0
c,1,222,987120361,AN33781587,959-886-99,1544 Stonegate Drive,Valleybrook,93712,Madera,9/5/24,482,10/1/24,Sold,3921000,10866,2923000,2967000,2530,"1,549.80",4,3,10255,471,Summit Terrace,58,1964,37.714,-121.479,37.7135443,-121.4786618,2,,,,"Bay,City Lights,Neighborhood",14,8/22/24,0
c,1,220,917339011,AN61030579,645-820-39,1122 Ironwood Avenue,Valleybrook,93711,Madera,9/5/24,482,9/26/24,Sold,2570000,5995,2142000,2139000,1520,"1,690.79",3,1,6007,466,Creekview Estates,98,1926,37.717,-121.451,37.7174151,-121.4510692,1,,,,,4,9/1/24,0
c,1,223,958382413,AN98911718,233-342-47,129 Osprey Way,Valleybrook,93710,Madera,9/4/24,483,9/18/24,Sold,3923000,10566,3360000,3459000,2870,"1,366.90",4,3.5,12757,471,Summit Terrace,98,1928,37.711,-121.475,37.7113225,-121.4749228,0,,,Mediterranean,Neighborhood,3,9/1/24,0
c,1,224,958049927,AN64888712,476-923-73,1550 Walnut Creek Court,Valleybrook,93713,Madera,9/2/24,485,10/1/24,Sold,2829000,7529,3028000,3286000,2120,"1,334.43",4,2.5,9859,470,Vista Park,74,1949,37.725,-121.463,37.7250915,-121.4631704,2,,,,,17,8/16/24,0
